;Class;Source;Target;Total;Lines;Statements;X..Branches;Calls;X..Comments;Classes;Methods.Class;Avg.Stmts.Method;Max.Complexity;Max.Depth;Avg.Depth;Avg.Complexity;pmdAll;pmdCoupling;pmdDesign;pmdCodeSize;pmdPriority;findbugsAll;findbugsStyle;findbugsBad;findbugsScary;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM;ncloc;complexity;class_complexity;comment_lines;comment_lines_density;public_undocumented_api;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;statements;public_api;functions;Commits;Creation
111;ClassFileUtils;0;0;0;52;6;0;3;75;1;2;1;1;2;1;1;5;1;1;0;0;0;0;0;0;3;1;0;0;5;3;2;3;9;2;2;12;57.1;0;0;2;2;35;13;0;0;2;3;2;18;1186942471
112;Classloader;0;0;0;241;75;21.3;34;44.4;1;10;4.9;17;6;2.52;2.9;56;6;1;5;2;1;0;0;1;10;0;0;6;38;9;0;10;107;25;25;59;35.5;0;0;9;8;65;2;0;1;47;4;4;14;1163873635
113;ClassNameReader;0;0;0;139;64;39.1;25;35.3;2;1;25.5;11;5;3.02;6.5;46;2;2;2;1;1;1;0;1;2;1;0;1;8;1;1;2;73;17;8.5;22;23.2;0;0;16;16;63;2.9;0;0;37;2;2;24;1190286757
114;ClasspathUtils;0;4;4;463;104;15.4;42;60.5;2;11.5;2.78;8;4;2.18;1.87;83;5;1;0;2;0;0;0;0;12;1;0;7;33;66;14;10;152;47;23.5;171;52.9;0;0;5;5;47;1;0;0;58;17;18;25;1186942301
115;ClearCase;0;0;0;241;71;2.8;27;55.2;1;10;3;3;3;1.38;1.3;56;5;16;0;2;0;0;0;0;13;0;13;11;45;46;13;9;87;9;9;52;37.4;0;0;18;17;90;3.4;1;0;29;2;4;48;1157136567
116;CollectionUtils;0;7;7;204;64;15.6;30;39.7;3;5;3;8;4;1.64;2.17;67;7;4;0;0;0;0;0;0;7;1;0;3;19;21;2;7;97;40;13.3;42;30.2;2;0;29;29;279;9.6;0;0;38;12;12;21;1163720250
117;ColorMapper;0;0;0;104;49;26.5;17;43.3;1;2;14;17;3;1.78;9;38;0;17;4;0;0;0;0;0;2;1;0;0;5;1;0;1;53;31;31;23;30.3;0;0;20;20;120;7.5;0;0;28;2;2;9;1163549427
118;Commandline;0;0;0;620;217;22.1;118;44;3;12;4.39;21;7;2.47;2.56;131;23;4;6;7;1;0;0;1;31;1;0;5;71;311;77;27;298;93;31;157;34.5;0;0;21;21;241;2.7;0;0;147;32;31;67;1163720163
119;CommandlineJava;0;0;0;699;238;16;153;43.8;2;24;3.46;7;5;2.29;1.85;140;35;6;1;3;0;0;0;0;39;1;0;11;94;461;11;34;333;91;45.5;174;34.3;0;0;12;12;160;1.6;0;0;159;34;38;98;1167411041
120;CommonsLoggingListener;0;0;0;332;154;30.5;84;28.6;1;14;8.71;13;5;2.77;3.86;105;30;4;0;13;1;1;0;1;14;1;0;10;45;3;0;12;205;45;45;48;19;0;0;23;23;168;2.7;0;0;106;12;14;17;1163873752
121;Compare;0;0;0;147;62;22.6;30;33.3;1;7;5.14;6;4;1.68;3;39;1;7;0;5;0;0;0;0;8;0;0;11;33;4;0;6;84;27;27;20;19.2;0;0;3;3;27;1.1;0;0;34;6;7;3;1163718822
122;Comparison;0;0;0;95;24;4.2;11;48.4;1;4;1.5;2;3;1.13;1.25;15;0;1;0;0;1;0;0;1;5;0;2;2;10;6;7;4;33;7;7;19;36.5;0;0;2;2;10;1;0;0;6;3;3;3;1159381348
123;Compatability;0;0;0;57;7;0;0;77.2;1;2;1;1;2;1;1;3;0;0;0;0;0;0;0;0;2;1;0;0;3;0;0;1;10;2;2;15;60;0;0;2;2;10;3.3;0;0;2;2;2;11;1157136567
124;Compatibility;0;0;0;57;7;0;0;77.2;1;2;1;1;2;1;1;3;0;0;0;0;0;0;0;0;2;1;0;0;3;0;2;1;10;2;2;15;60;0;0;2;2;10;3.3;0;0;2;2;2;9;1157136567
125;CompilerAdapter;0;4;4;52;6;0;0;75;1;2;0;0;1;0.33;0;2;0;0;0;0;0;0;0;0;2;1;0;2;2;1;3;2;7;0;0;13;65;0;0;1;1;5;2.4;0;0;0;3;2;32;1157136567
126;CompilerAdapterFactory;0;2;2;176;55;32.7;38;36.9;1;4;10.75;25;5;2.49;7.75;53;4;16;5;3;0;0;0;0;4;1;0;13;27;4;1;1;101;40;40;36;26.3;0;0;22;22;228;7.5;0;0;38;2;4;55;1157136567
127;Componentdef;0;0;0;41;4;0;1;75.6;1;1;1;1;2;0.75;1;4;0;0;0;0;0;0;0;0;1;0;0;1;3;0;0;1;6;1;1;10;62.5;0;0;1;1;5;2.8;0;0;1;2;1;2;1186942859
128;ComponentHelper;15;0;15;1105;484;15.7;331;35.7;2;26;7.46;22;7;2.58;2.62;390;116;16;8;28;4;1;1;4;44;1;0;15;172;598;12;28;635;151;75.5;238;27.3;3;0;36;35;374;2;0;1;372;28;47;90;1190204881
129;CompositeMapper;0;0;0;49;15;20;12;44.9;1;1;9;4;5;1.87;4;15;5;1;0;2;0;0;0;0;2;0;0;2;13;1;1;2;21;5;5;3;12.5;0;0;3;3;22;3.5;0;0;9;2;1;4;1163371140
130;CompressedResource;0;0;0;306;92;14.1;51;45.1;1;21;2.67;5;5;1.86;1.62;51;14;2;0;4;0;0;0;0;24;0;2;5;50;270;2;20;137;48;48;70;33.8;0;0;3;2;15;0.4;1;0;53;20;24;10;1190392423
131;Concat;0;0;0;933;353;12.7;227;30.1;6;3.67;11.59;17;7;2.5;4.24;285;25;32;17;23;5;1;1;5;41;0;0;27;102;644;4;23;575;169;33.8;163;22.1;2;0;37;33;316;1.8;3;1;278;26;39;59;1188833385
132;ConcatFileInputStream;0;0;0;136;55;14.5;14;37.5;1;9;3.33;5;4;1.71;2.22;30;2;2;0;1;1;0;0;1;9;2;0;3;19;10;1;6;71;18;18;20;22;0;26;7;7;65;3.1;0;0;26;6;8;10;1163371140
133;ConcatFilter;0;0;0;215;66;22.7;38;48.8;1;9;5;9;5;2.24;2.67;29;10;0;0;1;1;0;0;1;9;0;0;4;28;12;0;8;92;20;20;60;39.5;0;0;4;4;35;1.3;0;0;45;5;5;9;1157136567
134;ConcatResourceInputStream;0;0;0;147;59;13.6;18;36.7;1;10;3.3;5;5;1.76;1.9;33;4;2;0;0;0;0;0;0;10;2;0;4;26;9;2;7;78;20;20;21;21.2;0;0;6;6;45;1.9;0;0;32;5;7;5;1163371140
135;Condition;0;20;20;35;4;0;0;74.3;1;1;0;0;1;0.25;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;36;1;5;0;0;4;44.4;0;0;2;2;7;4.7;0;0;0;2;1;16;1157136567
136;ConditionBase;0;24;24;280;58;0;21;59.6;1;24;1;1;2;1.28;1;43;1;1;1;0;0;0;0;0;24;0;7;19;29;0;8;20;83;22;22;75;47.5;0;0;2;2;25;1;0;0;24;19;22;52;1186942655
137;ConditionTask;11;0;11;130;38;15.8;22;53.1;1;7;3;7;3;1.58;1.86;27;4;1;0;0;0;0;0;0;7;0;0;5;22;7;0;7;51;12;12;31;37.8;0;0;1;1;5;0.3;0;0;20;5;4;39;1186942859
138;ConstantCPInfo;0;0;0;63;9;0;1;68.3;1;3;1;1;2;1.11;1;5;0;0;0;0;0;0;0;0;3;0;5;1;4;1;6;2;13;1;1;12;48;0;0;1;1;5;1.3;0;0;3;1;1;17;1157136567
139;ConstantPool;0;0;0;357;104;24;66;37.8;1;14;5.79;7;5;2.35;3.79;93;35;2;0;1;0;0;0;0;1;1;0;0;13;0;1;0;161;53;53;75;31.8;0;0;6;6;80;1.7;0;0;81;15;14;22;1157136567
140;ConstantPoolEntry;0;0;0;221;72;34.7;15;44.8;1;6;7.83;13;4;2.42;3;32;0;2;2;12;0;0;0;0;7;1;7;12;24;11;10;7;82;15;15;52;38.8;0;0;4;4;38;1.5;0;0;35;5;4;19;1157136567
141;Constants;0;0;0;38;14;0;0;52.6;1;0;0;0;1;0.86;0;41;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;1;15;0;0;1;6.3;0;0;2;2;35;7.8;0;0;0;1;0;13;1165207910
142;ContainerMapper;0;0;0;118;27;11.1;12;53.4;1;7;1.71;5;3;1.33;1.86;29;5;7;0;3;0;0;0;0;8;1;2;2;17;16;3;7;42;15;15;30;41.7;0;0;2;2;6;0.5;0;0;11;7;7;9;1176034107
143;Contains;0;0;0;76;15;6.7;5;56.6;1;4;1.5;3;3;1.27;1.5;14;1;2;0;0;0;0;0;0;5;1;0;2;9;0;1;5;24;5;5;14;36.8;0;0;2;2;7;1;0;0;6;2;1;13;1159220444
144;ContainsRegexpSelector;0;0;0;170;58;8.6;36;34.7;1;6;4;5;5;1.43;1.83;47;9;3;0;5;1;0;0;1;7;0;0;9;32;1;6;7;90;23;23;20;18.2;0;0;9;7;94;3.5;2;0;38;6;6;14;1176034107
145;ContainsSelector;0;0;0;207;72;9.7;52;37.7;1;8;4.13;7;5;1.61;2.13;76;22;4;5;7;1;0;0;1;9;0;0;9;35;4;6;9;109;29;29;32;22.7;0;0;6;5;56;1.7;1;0;50;6;6;18;1179760227
146;Content;0;0;0;70;16;6.3;2;58.6;1;3;2;2;3;1.13;1.33;9;0;0;0;0;1;0;1;1;4;0;0;4;7;0;0;3;21;4;4;16;43.2;0;0;1;1;5;0.8;0;0;5;1;1;4;1157136567
147;Continuus;0;0;0;144;41;4.9;16;51.4;1;6;3.83;3;3;1.49;1.6;31;4;7;0;0;0;0;0;0;7;0;3;9;26;9;3;4;50;8;8;29;36.7;0;0;8;8;45;3;0;0;16;1;3;45;1157136567
148;Copy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385;77;16;15;42;2;1;0;2;47;0;2;22;159;797;4;27;625;171;171;200;24.2;0;0;44;44;575;3.1;0;0;298;22;40;130;1171772564
149;Copydir;0;0;0;163;63;17.5;39;33.1;1;7;5.86;8;6;2.3;2.71;49;5;2;1;1;0;0;0;0;8;0;0;5;39;4;0;7;91;18;18;19;17.3;0;0;6;6;63;2.3;0;0;38;2;2;38;1157136567
150;Copyfile;0;0;0;115;35;17.1;19;41.7;1;5;3.8;8;4;1.69;2.4;19;1;1;0;0;0;0;0;0;6;0;0;4;24;1;0;6;52;12;12;17;24.6;0;0;5;5;42;2.7;0;0;18;2;1;26;1157136567
151;CopyPath;0;0;0;206;70;17.1;30;39.8;1;9;4.56;9;6;2.11;2.44;39;2;1;0;2;1;0;0;1;11;0;0;9;38;29;0;9;96;25;25;37;27.8;0;0;6;6;41;1.4;0;0;42;6;6;11;1163873635
152;CRC;0;0;0;141;25;8;1;19.1;1;7;2;2;3;1.6;1.29;33;0;1;0;5;0;0;0;0;8;1;0;0;9;0;2;0;102;10;10;5;4.7;0;0;5;4;20;0.7;0;1;14;0;7;19;1075927089
153;CSharp;0;0;0;399;83;8.4;27;57.1;1;23;2.17;4;4;1.67;1.39;38;0;3;0;2;0;0;0;0;23;0;0;4;42;185;0;15;112;33;33;124;52.5;0;0;1;1;5;0.1;0;0;47;10;17;68;1163720395
154;Cvs;0;0;0;41;3;0;0;80.5;1;1;0;1;1;0.33;1;6;0;1;0;1;0;0;0;0;1;0;0;1;2;0;0;1;5;1;1;7;58.3;0;0;2;2;10;6.7;0;0;0;1;1;40;1157136567
155;CVSEntry;0;0;0;112;28;0;9;55.4;1;9;1.22;1;2;1.25;1;12;2;1;0;0;2;0;0;2;9;1;0;1;19;14;3;9;39;4;4;24;38.1;0;0;4;4;50;4.3;0;0;11;5;4;15;1157136567
156;CVSPass;0;0;0;171;58;15.5;28;31;1;6;6;9;6;1.97;2.5;30;1;0;4;5;2;0;0;2;6;0;0;3;32;0;0;5;98;16;16;17;14.8;0;0;9;8;95;3.2;1;0;35;3;3;30;1157136567
157;CvsTagDiff;0;0;0;480;199;17.6;116;36.7;1;14;10.79;11;6;2.23;3.79;124;26;5;3;9;2;0;1;2;16;0;0;6;75;64;0;8;257;56;56;95;27;0;0;15;14;188;2.4;1;0;138;2;8;30;1191419306
158;CvsTagEntry;0;0;0;109;31;12.9;14;49.5;1;7;2.71;5;4;1.74;1.57;5;0;0;0;0;0;0;0;0;7;1;0;0;11;7;1;7;44;7;7;21;32.3;0;0;3;3;30;2.3;0;0;18;5;4;10;1176034107
159;CvsUser;0;0;0;93;20;10;2;52.7;1;5;2;3;3;1.55;1.4;5;0;0;0;0;0;0;0;0;6;1;0;1;11;3;1;6;29;5;5;14;32.6;0;0;1;1;5;0.6;0;0;10;2;1;12;1157136567
160;CvsVersion;0;0;0;153;69;21.7;29;37.3;1;6;8.67;13;5;2.29;3.83;81;17;3;4;18;1;0;0;1;7;0;0;2;26;9;1;7;90;20;20;23;20.4;0;0;7;7;64;2.4;0;0;54;3;2;9;1157136567
161;DataType;0;0;0;339;82;12.2;50;54.9;1;21;2.43;6;4;1.77;1.57;46;9;0;1;0;0;0;0;0;22;0;29;6;44;183;32;7;122;40;40;112;47.9;0;0;8;8;105;2.9;0;0;50;7;21;49;1165445300
162;Date;0;0;0;45;11;27.3;2;62.2;1;1;7;4;3;1.64;4;55;1;13;0;2;1;0;1;1;13;1;0;5;28;20;2;12;14;6;6;7;33.3;0;0;1;1;5;1.2;0;0;6;1;1;5;1169932170
164;DateSelector;0;0;0;260;95;17.9;56;38.8;2;7;4.07;12;6;2.27;2.62;87;40;1;4;1;0;0;0;0;14;0;0;6;39;29;6;13;132;30;15;45;25.4;0;0;6;6;57;1.4;0;0;53;10;8;21;1176036216
165;DateUtils;0;2;2;277;63;0;52;52;1;2;2.5;1;2;0.94;1;73;15;4;0;3;2;0;0;2;11;1;0;0;36;51;4;8;106;19;19;80;43;0;0;2;2;25;0.8;0;0;39;9;10;19;1190626826
166;DefaultCompilerAdapter;2;0;2;649;271;17.7;257;29.7;1;23;9.39;36;6;2.68;4.38;214;62;13;9;23;2;0;1;2;25;1;10;16;104;134;10;3;395;112;112;117;22.9;0;0;28;28;289;2.4;0;0;197;3;23;127;1190220821
167;DefaultExcludes;0;0;0;115;38;15.8;16;45.2;1;5;4.2;10;4;1.76;2.8;27;0;5;2;0;0;0;0;0;6;0;0;4;17;0;0;6;53;11;11;16;23.2;0;0;7;7;76;4.8;0;0;21;2;1;13;1157136567
168;DefaultExecutor;0;0;0;60;20;25;3;41.7;1;2;6;6;5;2.1;3.5;10;1;0;0;4;0;0;0;0;4;1;0;4;8;4;0;3;28;7;7;6;17.6;0;0;1;1;5;0.6;0;0;10;2;1;6;1162680620
169;DefaultInputHandler;0;0;0;123;55;20;27;36.6;1;4;10.75;8;5;2.75;3.75;39;13;2;0;5;1;0;0;1;4;1;2;4;26;6;5;2;71;19;19;15;17.4;0;0;8;7;95;4.5;1;0;38;2;4;27;1179814402
170;DefaultJspCompilerAdapter;0;0;0;152;44;11.4;31;44.7;1;8;3.25;3;3;1.66;1.75;37;10;1;0;0;0;0;0;0;10;1;1;5;26;41;1;5;62;14;14;31;33.3;0;0;4;4;50;2.7;0;0;26;5;8;19;1163872830
171;DefaultLogger;14;0;14;373;126;18.3;78;45;1;19;4.68;16;8;2.64;2.47;99;35;9;5;2;2;0;0;2;20;1;5;9;52;150;8;12;169;41;41;91;35;0;0;16;16;152;3;0;0;81;12;19;66;1191274546
172;DefaultNative2Ascii;0;0;0;105;22;4.5;17;62.9;1;4;2.5;2;3;1.23;1.25;21;4;1;0;0;0;0;0;0;5;1;2;6;13;10;2;2;32;5;5;33;50.8;0;0;1;1;5;0.5;0;0;10;2;5;6;1163873116
173;DefaultRmicAdapter;0;0;0;468;160;14.4;154;34.2;1;13;7.38;19;4;1.63;2.92;123;35;7;11;15;0;0;0;0;17;1;4;8;60;90;5;5;256;59;29.5;93;26.6;1;0;20;19;266;3.5;0;1;129;6;16;66;1190635483
174;DefBase;0;1;1;167;44;6.8;26;52.7;1;13;1.62;4;3;1.39;1.31;28;11;0;0;0;0;0;0;0;14;0;3;8;29;85;3;11;63;18;18;41;39.4;0;0;4;4;25;1.3;0;0;21;11;13;18;1165237980
175;Definer;0;7;7;652;276;26.1;133;33.4;5;6.4;6.34;20;7;2.77;2.81;170;36;18;6;26;1;0;0;1;26;0;2;13;93;217;4;16;382;91;22.8;118;23.6;1;0;18;18;136;1.2;0;0;169;14;21;71;1186829119
176;DelegatedResourceComparator;0;0;0;124;49;28.6;28;36.3;1;5;6.8;8;6;2.08;4.4;37;4;4;0;0;2;0;1;2;6;0;0;5;27;0;2;4;70;32;32;18;20.5;0;0;5;5;75;3.6;0;0;34;4;5;2;1163718822
177;Delete;2;0;2;740;309;16.8;157;34.1;1;49;4.16;42;7;2.15;2.57;190;27;15;10;5;2;1;0;2;46;0;0;37;135;17;2;40;427;126;63;130;23.3;3;0;15;14;185;1.4;1;0;196;41;46;94;1177357723
178;Deltree;0;0;0;111;36;27.8;25;37.8;1;3;8.67;6;5;2.39;4.33;15;0;1;0;0;1;1;0;1;4;0;0;3;18;4;0;3;54;17;17;14;20.6;0;0;5;5;35;2.2;0;0;24;2;2;25;1157136567
179;DemuxInputStream;0;0;0;73;14;7.1;3;61.6;1;3;2;2;3;1.21;1.33;10;0;1;0;0;0;0;0;0;3;2;0;1;5;0;1;3;19;5;5;15;44.1;0;0;3;3;15;2.6;0;0;6;4;3;13;1157136567
180;DemuxOutputStream;0;0;0;248;84;13.1;33;47.6;2;5;5.8;9;4;2;2.6;59;7;10;0;4;2;0;0;2;10;2;0;2;30;27;1;5;106;25;12.5;56;34.6;0;0;7;7;36;1.1;0;0;56;6;10;32;1157136567
181;Depend;0;0;0;889;377;23.9;244;27.4;2;13;11.85;25;9+;3;4.96;358;92;17;10;37;7;0;4;7;27;0;0;13;118;265;0;12;550;125;62.5;141;20.4;0;0;46;45;705;4.3;1;0;304;5;19;70;1191576730
182;DependencyAnalyzer;0;0;0;129;16;0;0;76.7;1;10;0;0;1;0.63;0;2;0;0;0;0;0;0;0;0;10;1;0;1;10;45;4;10;17;0;0;50;74.6;0;0;1;1;5;1;0;0;0;11;10;12;1157136567
183;DependencyVisitor;0;0;0;191;62;14.5;41;48.7;1;11;3.36;10;5;2.02;2;49;18;2;0;2;2;0;0;2;12;1;0;6;13;66;0;9;84;19;19;40;32.3;0;0;6;6;50;2;0;0;34;9;11;17;1190825410
184;DependScanner;0;0;0;213;70;8.6;29;45.5;1;16;2.56;6;4;1.66;1.44;58;15;12;0;2;1;0;0;1;15;0;0;5;43;95;1;15;93;24;24;38;29;0;0;14;14;230;8.2;0;0;38;15;14;29;1163549497
185;DependSelector;0;0;0;78;23;17.4;15;48.7;1;3;5.67;5;3;1.87;2.33;11;0;2;0;0;0;0;0;0;3;0;0;4;12;1;6;3;30;6;6;11;26.8;0;0;4;4;32;3.6;0;0;16;3;3;16;1157136567
186;DependSet;0;0;0;256;102;8.8;66;34.8;2;9;3.11;6;4;1.65;1.71;82;7;8;0;0;0;0;0;0;15;0;0;23;58;81;1;8;142;39;13;54;27.6;3;0;2;2;10;0.2;0;0;60;11;18;58;1186942859
187;DepthSelector;0;0;0;185;66;24.2;36;38.4;1;7;7;10;6;2.58;3.86;54;23;2;0;3;0;0;0;0;7;0;0;3;25;0;6;7;95;29;29;32;25.2;0;0;8;8;83;2.9;0;0;45;9;7;15;1163718881
188;Description;0;2;2;122;48;25;26;36.9;1;4;8.5;6;4;1.88;4;52;16;0;0;0;1;1;0;1;5;0;0;8;26;10;1;3;67;19;19;17;20.2;0;0;9;9;131;6.5;0;0;34;3;4;27;1182484322
189;DescriptorHandler;0;0;0;389;120;7.5;88;36.8;1;3;23.33;9;4;2.12;5;115;13;6;4;3;2;0;1;2;11;2;3;2;39;7;9;10;201;69;69;88;30.4;0;0;23;23;253;4.2;0;0;89;10;10;42;1163549616
190;DeweyDecimal;0;0;0;52;6;0;2;73.1;1;2;1;1;2;1;1;18;0;2;0;6;1;0;1;1;10;1;1;0;24;0;4;10;89;37;37;44;33.1;0;0;5;5;45;1.7;0;0;49;11;10;17;1162767017
192;Diagnostics;26;0;26;637;317;13.6;207;27.8;2;15.5;8.06;4;5;1.77;1.71;190;51;6;1;26;5;1;2;5;30;1;0;9;104;429;2;5;402;90;90;99;19.8;0;0;32;29;251;2.1;1;2;230;6;30;41;1184755610
193;DiagnosticsTask;0;0;0;41;8;0;2;63.4;1;1;1;1;2;0.5;1;3;0;0;0;0;0;0;0;0;3;0;0;3;5;1;0;2;10;1;1;5;33.3;0;0;1;1;5;1.7;0;0;1;2;1;5;1182375930
194;Difference;0;0;0;67;26;19.2;15;38.8;1;2;7.5;6;5;1.77;3.5;18;3;0;0;1;0;0;0;0;3;0;0;3;20;3;0;1;35;8;8;5;12.5;0;0;1;1;5;0.5;0;0;14;1;2;4;1157136567
195;DifferentSelector;0;0;0;114;30;23.3;11;52.6;1;3;6;8;4;1.87;3.33;18;0;1;0;0;0;0;0;0;5;0;0;3;16;0;5;3;42;14;14;34;44.7;0;0;2;2;19;1.5;0;0;16;1;1;15;1157136567
196;DigestAlgorithm;0;0;0;205;72;16.7;33;41;1;6;8.5;9;6;2.43;3.5;51;8;2;0;6;1;1;0;1;7;1;0;2;26;0;1;7;91;25;25;46;33.6;0;0;10;10;127;4.7;0;0;45;5;4;12;1190628000
197;Directory;0;0;0;193;59;10.2;22;44.6;1;15;2.27;3;4;1.63;1.4;37;7;0;0;4;0;0;0;0;15;1;0;0;29;55;3;15;82;22;22;37;31.1;0;0;4;4;25;1;0;0;34;14;13;7;1157136567
198;DirectoryIterator;0;0;0;164;46;23.9;21;46.3;1;3;11;10;7;2.93;4.67;35;6;1;0;2;0;0;0;0;3;1;0;2;21;1;0;2;61;11;11;43;41.3;0;0;11;10;140;7.7;1;0;30;3;3;24;1157136567
199;DirectoryScanner;43;0;43;1713;513;22.8;316;47.6;1;58;6.88;38;9+;2.79;3.53;458;92;43;17;20;4;0;0;4;66;1;3;10;146;1773;52;32;778;254;254;532;40.6;0;0;64;61;707;3;2;1;388;30;63;135;1191455050
200;Dirname;0;0;0;81;19;15.8;7;60.5;1;3;3;4;3;1.42;2;11;1;0;0;0;0;0;0;0;4;0;0;4;10;2;0;4;25;5;5;20;44.4;0;0;1;1;5;0.7;0;0;8;2;1;15;1189831764
201;DirSet;0;0;0;114;33;18.2;31;48.2;1;7;3;3;4;1.73;1.86;18;6;0;0;0;0;0;0;0;7;0;0;5;22;21;4;6;47;16;16;20;29.9;0;0;3;3;55;3.9;0;0;20;7;7;17;1157136567
202;Dispatchable;0;0;0;31;3;0;0;83.9;1;1;0;0;1;0.33;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;2;1;4;0;0;5;55.6;0;0;2;2;7;5.8;0;0;0;2;1;3;1157136567
203;DispatchTask;0;0;0;59;10;0;0;67.8;1;3;1;1;2;1;1;6;0;0;0;0;0;0;0;0;4;0;1;2;5;4;1;4;14;1;1;15;51.7;0;0;1;1;5;1.2;0;0;3;2;1;5;1157136567
204;DispatchUtils;0;0;0;124;67;34.3;42;21;1;1;59;28;9+;4.6;28;40;6;7;4;7;1;1;0;1;2;1;0;4;23;1;3;2;95;33;33;5;5;0;0;13;13;170;6;0;0;50;2;1;6;1186943060
205;DOMElementWriter;0;3;3;585;261;28.7;158;33.8;2;8.5;12.59;15;7;3.15;4.88;170;31;9;7;9;1;1;0;1;17;1;0;1;67;90;7;13;335;88;44;123;26.9;0;0;18;18;154;1.5;0;0;194;15;17;50;1190825410
206;DOMUtil;0;0;0;225;101;32.7;48;37.3;3;2.67;9.63;15;6;2.79;4.25;76;34;0;2;9;0;0;0;0;5;1;0;2;41;10;1;4;129;38;12.7;48;27.1;0;0;12;12;112;2.9;0;0;67;10;8;26;1163111954
207;DOMUtils;0;0;0;168;27;0;15;72.6;1;6;2.5;1;2;1.33;1;36;4;1;0;0;0;0;0;0;7;1;0;1;15;21;2;7;36;6;6;74;67.3;0;0;2;2;35;3.2;0;0;15;7;6;5;1163720250
208;DotnetBaseMatchingTask;0;0;0;194;61;13.1;37;45.9;1;9;4.11;4;4;1.67;2;44;11;1;0;1;0;0;0;0;11;0;2;6;38;45;2;6;84;18;18;41;32.8;0;0;7;7;89;3.5;0;0;35;6;9;16;1163370659
209;DotnetCompile;0;0;0;996;278;14.4;123;45.9;2;30.5;2.92;8;5;1.83;1.8;150;23;15;1;7;0;0;0;0;64;0;3;12;111;1836;3;38;389;113;56.5;223;36.4;0;37;15;15;192;1.6;0;0;165;27;51;40;1190220821
210;DotnetDefine;0;0;0;102;29;13.8;6;51;1;6;2.5;5;3;1.48;2;19;2;0;0;0;0;0;0;0;7;1;0;4;12;11;1;7;40;12;12;21;34.4;0;0;1;1;5;0.4;0;0;15;3;2;11;1163370659
211;DotnetResource;0;0;0;248;83;20.5;47;42.3;1;15;3.53;9;6;2.19;2.33;50;10;3;0;4;0;0;0;0;16;1;0;5;39;82;4;14;119;29;29;40;25.2;0;0;8;8;49;1.4;0;0;49;5;6;13;1163370659
212;DoubleCPInfo;0;0;0;58;10;0;5;65.5;1;3;1;1;2;0.9;1;2;0;0;0;0;0;0;0;0;3;0;0;1;11;3;1;3;14;3;3;10;41.7;0;0;1;1;5;1.2;0;0;3;4;3;17;1157136567
213;Draw;0;0;0;100;36;8.3;18;42;1;7;3.14;4;4;2;1.43;35;7;0;0;2;2;2;0;2;8;0;0;6;9;28;2;8;47;10;10;14;23;0;0;3;3;11;0.8;0;0;22;8;7;14;1163549427
214;DrawOperation;0;0;0;39;4;0;0;82.1;1;1;0;0;1;0.25;0;2;0;0;0;0;0;0;0;0;2;1;0;1;3;1;7;1;5;0;0;10;66.7;0;0;2;2;7;4.7;0;0;0;2;1;8;1157136567
215;DTDLocation;0;0;0;33;2;0;0;87.9;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;1;1;2;0;2;1;3;0;0;8;72.7;0;0;1;1;5;5.6;0;0;0;1;0;11;1157136567
216;DynamicAttribute;0;0;0;38;3;0;0;76.3;1;1;0;0;1;0.33;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;3;1;5;0;0;6;54.5;0;0;2;2;7;4.7;0;0;0;2;1;2;1157136567
217;DynamicAttributeNS;0;0;0;41;3;0;0;78;1;1;0;0;1;0.33;0;3;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;6;0;0;9;60;0;0;2;2;7;3.9;0;0;0;2;1;2;1157136567
218;DynamicConfigurator;0;0;0;29;2;0;0;75.9;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;2;0;4;0;0;2;33.3;0;0;1;1;5;4.2;0;0;0;1;0;13;1157136567
219;DynamicConfiguratorNS;0;0;0;27;2;0;0;81.5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;4;0;0;2;33.3;0;0;1;1;5;4.2;0;0;0;1;0;3;1157136567
220;DynamicElement;0;0;0;36;3;0;0;80.6;1;1;0;0;1;0.33;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;4;0;0;6;60;0;0;2;2;7;5.8;0;0;0;2;1;2;1157136567
221;DynamicElementNS;0;0;0;37;3;0;0;83.8;1;1;0;0;1;0.33;0;2;0;0;0;0;0;0;0;0;1;1;0;1;1;0;3;1;5;0;0;8;61.5;0;0;2;2;7;4.7;0;0;0;2;1;2;1157136567
222;Ear;0;0;0;155;48;12.5;22;44.5;1;7;3.86;7;4;1.58;2.29;22;0;0;0;1;1;0;0;1;8;0;0;7;32;16;0;4;71;16;16;33;31.7;0;0;3;3;20;0.9;0;0;25;5;7;52;1186942859
